province;red;green;blue;x;x
4346;149;226;227;Qamr Bay;x
4347;144;206;207;Pirate Coast;x
4357;125;226;241;Visayan Sea;x
4358;112;219;220;Cuyo Archipelago;x
4359;185;227;40;Ise;x
4360;235;159;33;Mikawa;x
4361;203;124;124;East March;x
4362;220;22;22;West March;x
4363;212;118;56;Argyll;x
4364;236;203;22;Inner Hebrides;x
4365;177;171;135;Mann;x
4366;196;128;0;Montgomery;x
4367;219;150;147;Hull;x
4368;231;51;43;Scarborough;x
4369;221;244;212;Carmarthen;x
4370;115;143;176;Cambridgeshire;x
4371;146;207;152;Sussex;x
4372;207;182;116;Coventry;x
4373;161;114;192;Devon;x
4374;155;153;90;Dorset;x
4375;229;133;39;Chester;x
4376;160;66;61;Leicester;x
4377;91;132;207;Ormond;x
4378;207;145;145;Kinsale;x
4379;181;38;38;Middlands;x
4380;186;74;52;Donegal;x
4381;24;57;119;Oversticht;x
4382;213;194;38;Ommeland;x
4383;220;189;139;Haag;x
4384;234;156;30;Rennes;x
4385;206;210;106;Cotentin;x
4386;153;88;207;Vendee;x
4387;227;104;55;Angouleme;x
4388;90;50;219;Chartres;x
4389;212;131;52;Touraine;x
4390;154;146;0;Troyes;x
4391;208;37;117;Vivarais;x
4392;227;148;148;Auxerrois;x
4393;181;227;89;Tabayin;x
4394;223;76;249;Salin;x
4395;7;183;221;Yamethin;x
4396;38;227;36;Prome;x
4397;87;141;35;Yawnghwe;x
4398;145;54;67;Mawkmai;x
4399;209;206;232;Dagon;x
4400;4;138;139;Naga Hills;x
4401;99;2;220;Arakan Mountains;x
4402;8;19;70;Gaoligong Mountains;x
4403;174;133;74;Hengduan Mountains;x
4404;186;179;78;Minsin;x
4405;135;83;198;Katha;x
4406;131;123;246;Mong Kung;x
4407;231;58;53;Ruhunu;x
4408;227;170;169;Salavata;x
4409;154;153;27;Trincomale;x
4411;212;178;42;Samana;x
4430;152;147;85;Daman;x
4440;130;111;51;Narayanpur;x
4449;26;159;60;Jammu;x
4463;217;58;31;Bhatnair;x
4473;113;133;32;Chakla;x
4474;24;58;154;Sonargaon;x
4475;143;28;164;Fathabad;x
4476;203;30;140;Nadia;x
4477;128;58;103;Satgaon;x
4478;61;102;20;Haibatnagar;x
4479;174;31;98;Goraghat;x
4481;136;104;42;Punakah;x
4482;140;34;49;Sikkim;x
4483;155;64;94;Morung;x
4484;118;110;21;Makwanpur;x
4485;193;52;118;Palpa;x
4486;171;177;19;Purnia;x
4488;123;80;42;Champaran;x
4489;171;132;97;Hajipur;x
4490;174;36;95;Ghazipur;x
4491;156;116;221;Dang;x
4492;13;33;111;Doti;x
4493;230;154;212;Sirmur;x
4494;71;99;200;Khairabad;x
4495;33;52;116;Feyzabad;x
4496;30;17;88;Kora;x
4497;54;145;99;Qannauj;x
4502;33;53;48;Merta;x
4503;26;88;92;Mansura;x
4504;177;200;201;Nasirpur;x
4505;36;125;131;Khairpur;x
4507;100;83;123;Churu;x
4508;66;30;116;Bahawalpur;x
4509;124;37;78;Karor;x
4510;193;162;69;Shorkot;x
4511;102;77;89;Bhera;x
4512;49;208;224;Bharuch;x
4513;50;71;157;Dipalpur;x
4516;167;66;99;Purang;x
4517;52;169;90;Nedong;x
4518;61;145;123;Tsurphu;x
4521;63;93;131;Skardu;x
4523;192;6;69;Inowroclaw;x
4524;77;251;233;Dobrzyn;x
4525;152;90;7;Rawa;x
4526;176;178;68;Gniezno;x
4527;84;110;247;Checiny;x
4528;113;193;204;Kuyavia;x
4531;56;160;69;Giurgiu;x
4532;200;147;231;Severin;x
4533;100;226;85;Wielun;x
4534;171;8;15;Upita;x
4535;181;39;199;Wilkimierz;x
4536;125;175;248;Lida;x
4537;2;159;164;Nowogrodek;x
4538;70;186;107;Chelm;x
4539;79;252;132;Kremenets;x
4540;174;173;70;Winnica;x
4541;166;72;55;Drohobycz;x
4542;216;183;153;Lubnie;x
4543;3;190;120;Rylsk;x
4544;235;46;209;Bobrujsk;x
4545;145;7;164;Sluck;x
4457;145;120;59;Cambay;x
4565;227;16;124;Tenerife;x
4567;81;109;203;Sabha;x
4652;140;69;200;Haicheng;x
4653;117;192;171;Maolian;x
4657;220;32;204;Changbai Mountains;x
4658;245;120;6;Nanghaer;x
4659;237;134;253;Tulutingshan;x
4660;130;176;43;Tunhe;x
4662;213;239;212;Halacha;x
4663;163;187;193;Hurha;x
4664;79;144;220;Oroqen;x
4667;209;189;232;Bayan Uul;x
4668;206;72;139;Orkhon;x
4672;43;141;219;Josutu;x
4673;221;36;225;Ujimqin;x
4674;77;35;96;Korchin;x
4679;236;42;149;Khovsgol;x
4680;3;38;13;Zakhchin;x
4681;215;140;255;Olgh;x
4682;106;90;108;Monkhkhairkhan;x
4683;186;144;83;Altay;x
4684;255;216;1;Dzhemenika;x
4685;196;69;0;Karagandy;x
4686;255;90;0;Ekibastuz;x
4687;255;186;0;Imakia;x
4688;255;223;172;Baraba;x
4689;255;150;0;Om;x
4690;231;61;8;Ishim;x
4691;255;227;0;As;x
4692;255;213;0;Turgay;x
4693;254;103;217;Keriya;x
8495;131;67;192;Yanshan;x
8496;101;152;143;Tongzhou;x
8497;163;65;224;Fu`zhou;x
8498;91;65;224;Suide;x
8499;103;204;65;Tongliao;x
8500;154;8;230;Tekirdag;x
8501;121;26;255;Alexandropolis;x
8502;202;193;42;Sliven;x
8503;62;168;21;Pleven;x
8504;89;130;228;Serres;x
8505;17;125;116;Lamia;x
8506;237;134;59;Corinth;x
8507;71;136;233;Agrinium;x
8508;227;159;52;Bucuresti;x
8509;55;215;119;Galati;x
8510;117;81;232;Botosani;x
8511;67;141;103;Balti;x
8512;219;108;255;Kutno(Deleted);x
8513;0;193;177;Chodziez;x
8514;125;39;39;Mountains;x
8515;98;58;58;Mountains;x
8516;155;174;79;Zhongba;x
8517;158;170;90;Gyangtse;x
8518;226;82;109;Lhoka;x
8519;90;180;66;Tawang;x
8520;225;109;88;Mangnai;x
8521;249;63;30;Golog;x
8522;98;99;192;Sangqu;x
8523;27;53;126;Carcassone;x
8524;79;138;211;Batang;x
8525;125;161;246;Huelva;x
8526;124;141;136;Pontevedra;x
8527;123;143;210;Ponferrada;x
8528;198;160;210;Malaga;x
8529;198;158;135;Albacete ;x
8530;211;237;197;Jinzhou;x
8531;127;208;195;Fuuzhou;x
8532;203;93;71;Tieling;x
8533;41;40;137;Liaoyang;x
8534;64;136;153;Ningyuan;x
8535;233;173;71;Tianjin;x
8536;181;117;93;Dengzhou;x
8537;231;155;227;Yizhou;x
8538;229;177;104;Taishan;x
8539;184;147;148;Linyi;x
8540;121;170;195;Xinzhou;x
8541;181;188;214;Fenzhou;x
8542;157;122;117;Waihetao;x
8543;212;193;122;Ruzhou;x
8544;195;207;90;Guangzhou;x
8545;189;54;122;Yulin;x
8546;42;18;133;shangzhou;x
8547;143;93;201;Jiuquan;x
8548;167;70;49;Shunqing;x
8549;219;167;79;Wushan;x
8550;176;54;142;Ziyang;x
8551;76;81;30;Yibin;x
8552;84;144;66;Yunyang;x
8553;124;174;69;Shizhouwei;x
8554;53;177;105;Dean;x
8555;53;166;105;Changde;x
8556;122;165;68;Yuezhou;x
8557;87;147;68;Cheenzhou;x
8558;244;150;232;Jiujiang;x
8559;164;136;73;Yuanzhou;x
8560;192;153;208;Fuzhoulu;x
8561;197;141;162;Nanan;x
8562;61;178;202;Jiaxing;x
8563;72;140;87;Zhoushan;x
8564;39;169;93;Quzhou;x
8565;116;171;101;Taizhou;x
8566;194;206;126;Zhangzhou;x
8567;205;29;0;Jiangmen;x
8568;106;192;70;Nantong;x
8569;141;174;50;Gaoyou;x
8570;131;159;156;Songjiang;x
8571;216;103;133;Sizhou;x
8572;161;146;140;Chizhou;x
8573;112;137;112;Bijiewei;x
8574;147;191;92;Yongzhou;x
8575;100;81;48;Dundgobi;x
8576;186;141;105;North Mobei;x
8577;218;188;167;South Mobei;x
8578;88;106;205;Quang Ninh;x
8579;31;181;130;Quang Binh;x
8580;74;169;213;Singapore;x
8581;155;230;210;Burqin;x
8582;186;131;66;Qarashar;x
8583;61;224;138;Lop Nur;x
8584;130;98;211;Uchturpan;x
8585;160;156;128;Andizhan;x
8586;180;185;117;Namangan;x
8587;76;88;109;Margilan;x
8588;181;53;217;Channel;x
8589;227;127;199;Tsushima;x
8590;12;196;151;Tanegashima;x
8591;223;142;62;Awajishima;x
8592;149;157;15;Castello;x
8593;255;205;40;Taurus Mountains;x
8594;255;210;100;Bolkar Mountains;x
8595;255;220;100;Medetsiz Mountains;x
8596;255;230;100;Sivas Mountains;x
8597;113;166;122;Iznik;x
8598;205;179;60;Zonguldak;x
8599;221;181;49;Alanya;x
8600;168;134;209;Mersin;x
8601;156;146;84;Horgos;x
8602;164;177;45;Bortala;x
8603;174;175;106;Tekes;x
8604;198;122;83;Qapshaghay;x
8605;195;103;76;Taldyqorghan;x
8606;80;170;35;Tian Shan;x
8607;86;185;36;Tian Shan;x
8608;97;212;40;Tian Shan;x
8609;127;219;82;Hindu Kush;x
8610;170;243;133;Hindu Kush;x
8611;238;73;162;Golistan;x
8612;242;193;186;Carpathians;x
8613;243;193;186;Carpathians;x
8614;244;193;186;Carpathians;x
8615;193;191;142;Sichuan Mountains;x
8616;194;191;142;Sichuan Mountains;x
8617;195;191;142;Sichuan Mountains;x
8618;196;191;142;Sichuan Mountains;x
8619;197;191;142;Sichuan Mountains;x
8620;48;81;100;Durnogobi;x
8621;49;81;100;Gaoligong Mountains;x
8622;197;144;96;Tirosen;x
8623;125;120;142;Takau;x
8624;107;107;192;Penghu Isles;x
8625;233;116;92;Taiwan Mountains;x
8626;171;129;171;Kulena;x
8627;150;184;160;Qimuni;x
8628;3;8;23;Nurgan;x
8629;232;28;255;Xishen;x
8630;47;134;77;Sarhu;x
8631;62;35;83;Fushan;x
8632;126;153;83;Dorbi;x
8633;145;20;6;Ulie;x
8634;130;27;255;Hailar;x
8635;203;72;155;Ergun;x
8636;115;119;26;Yaksa;x
8637;195;186;173;Mohe;x
8638;169;150;171;Alun;x
8639;169;205;171;Ruanli;x
8640;129;161;216;Haliuwen;x
8641;206;72;160;Darigana;x
8642;206;127;160;Abahanar;x
8643;207;108;224;Hexigten;x
8644;189;66;107;Naiman;x
8645;187;100;0;Nghe An;x
8646;188;106;205;Lang Son;x
8647;172;0;127;Hung Hoa(Phu Tho);x
8648;15;106;192;Son Nam(Ha Nam);x
8649;188;112;64;Tuyen Quang;x
8650;205;190;79;Jizhou;x
